"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1970641878165999699","Wed Sep 24 04:48:12 +0000 2025","0","@tanyakanrl Aku juga mau ikutan F20 Muslim Ganggur Gaji 2juta sebulan Hobi main mlbb Gk mau nyari jodoh mau nyari temen Mabar ayo aku Nana tank","1970711846350172290","","tanyakanrl","in","","0","0","0","https://x.com/undefined/status/1970711846350172290","1909764153595822080",
"1970711449367650808","Wed Sep 24 04:46:38 +0000 2025","0","▬ك&amp;#x624;ب&amp;#x624;ن mlBb ك&amp;#x624;د▬خ&amp;#x635;م SK44i ا&amp;#x64A;هرب▬ايه&amp;#x64A;رب▬ ZdMJ ك&amp;#x624;ب&amp;#x624;ن tTM2 ك&amp;#x648;د▬خ&amp;#x635;م UEEs ن&amp;#x648;ن▬ ⎐ٺوٺ⎐ ⊵EWW⊴ ⎐ابهررب⎐ ⊵CNU3074⊴","1970711449367650808","","","und","","0","0","0","https://x.com/undefined/status/1970711449367650808","53510682",
"1970711194920226872","Wed Sep 24 04:45:37 +0000 2025","0","mencari fh yang open mlbb needs terutama wdp nya donggg #zonauang","1970711194920226872","","","in","","0","0","0","https://x.com/undefined/status/1970711194920226872","2729421637",
"1970710221413851431","Wed Sep 24 04:41:45 +0000 2025","0","Guys diamond dan wdp mlbb beberapa region luar lagi naik yaa nanti gojake segera update pricelistnya ","1970710221413851431","","","in","","0","0","0","https://x.com/undefined/status/1970710221413851431","776481276496793600",
"1968532796294533265","Wed Sep 24 04:26:59 +0000 2025","0","@nadaki_mlbb ありがとうございますにゃ","1970706506602684666","","nadaki_mlbb","ja","","0","0","0","https://x.com/undefined/status/1970706506602684666","1482874815724027905",
"1970488450576195814","Wed Sep 24 04:21:33 +0000 2025","1","@KucengTerbanggg Temen RL dikit Paling banyak temen mabar MLBB sama temen Roblox itupun blm pernah ketemu ","1970705136038355181","","KucengTerbanggg","in","","0","0","0","https://x.com/undefined/status/1970705136038355181","1438897245202518019",
"1970703976325951790","Wed Sep 24 04:16:58 +0000 2025","0","#PANTANGMENGALAH #MPLMY #INIGAYAKITA #MPLMYS16 #MLBB #MobileLegendsBangBang #TRONARESMY","1970703983909183616","","mplmyofficial","qht","","0","0","0","https://x.com/undefined/status/1970703983909183616","1693577286971490304",
"1970701181036196155","Wed Sep 24 04:05:50 +0000 2025","0","WANT TO SALE LIGHTSTICK TXT VER 1 &amp; LIGHTSTICK BTS VER SE ALBUM ASTRO ALBUM ATEEZ ALBUM PLAVE ALBUM BTS 6th ARMY ZIP TXT DECO KIT 2022 FANBOOK TAEKOOK AKUN ML AVAIL TOKPED KECUALI AKUN ML #WTS #BTS #TXT #ASTRO #ATEEZ #MLBB #PLAVE #TAEKOOK #zonauang #zonajajan https://t.co/FuEg0Ta9XP","1970701181036196155","https://pbs.twimg.com/media/G1lWRmNagAAg5JQ.jpg","","en","","0","0","0","https://x.com/undefined/status/1970701181036196155","1119843570628751360",
"1970699521039749618","Wed Sep 24 03:59:14 +0000 2025","0","se busca gente q recargue en mlbb para el evento de equipos interesados conmigo o nina","1970699521039749618","","","es","","0","1","0","https://x.com/undefined/status/1970699521039749618","1585722650676051970",
"1970664403386376703","Wed Sep 24 03:54:02 +0000 2025","1","@taguyon_mlbb 強いの10分以降とかな印象だな","1970698212316250144","","taguyon_mlbb","ja","","0","1","0","https://x.com/undefined/status/1970698212316250144","1654857016022806528",
