"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1970204510699295187","Tue Sep 23 08:57:45 +0000 2025","0","@capscrocus @barcastuff_idn Bayangin dapet baloondor sama kopa barengan","1970412257856364716","","capscrocus","in","","0","0","0","https://x.com/undefined/status/1970412257856364716","1275928240196956161",
"1970195289127653443","Mon Sep 22 18:51:04 +0000 2025","0","@barcastuff_idn kaya uda dikasih kode itu bocil yg bawa baloondor mirip dembele","1970199184482689369","","barcastuff_idn","in","","0","0","0","https://x.com/undefined/status/1970199184482689369","1588146986280112128",
"1969964952304992656","Mon Sep 22 05:46:06 +0000 2025","0","@idextratime Pr pr yg mw baloondor kurang bgt sih. Gk keliatan Seriusan ini menang yamal? Soalnya pr dia doang yg jago ","1970001640133632081","","idextratime","in","","0","1","0","https://x.com/undefined/status/1970001640133632081","1342983191112519680",
"1934471759048392875","Mon Jun 16 14:12:00 +0000 2025","0","@ichasarli @realmadridindo1 coba tanya admin distifano yang punya super baloondor darimana?","1934614944835944914","","ichasarli","in","","0","0","0","https://x.com/undefined/status/1934614944835944914","776118019932028928",
"1932147681448833294","Mon Jun 09 18:47:59 +0000 2025","8","objektif baloondor listesi 1-dembele 2-raphinha 3-yamal 4-pedri 5-salah 6-vitinha 7-mbappe 8-nuno mendes 9-lewa 10-donnarumma","1932147681448833294","","","in","","0","3","0","https://x.com/undefined/status/1932147681448833294","1620891193671286785",
"1931611367804481967","Sun Jun 08 07:25:58 +0000 2025","0","@kittenndusttt hubner b nya baloondor","1931613656787390665","","kittenndusttt","in","","0","0","0","https://x.com/undefined/status/1931613656787390665","758186846",
"1930793009970655650","Fri Jun 06 01:05:00 +0000 2025","0","yamal baloondor plis","1930793009970655650","","","in","","0","0","0","https://x.com/undefined/status/1930793009970655650","1277287847452528640",
"1916089076928909534","Sun Apr 27 15:31:59 +0000 2025","0","@FandomID_ Malah duluan Yamal baloondor dari pada Vini dan halland","1916515679781482503","","FandomID_","in","","0","0","0","https://x.com/undefined/status/1916515679781482503","1368141187643703301",
"1916262534061134255","Sat Apr 26 22:46:53 +0000 2025","1","@pekic_ redcard bg emg pemain ngentot sama tu kek vini modal bacod doang ngentot pantes ga menang baloondor","1916262737963061561","","pekic_","in","","0","0","0","https://x.com/undefined/status/1916262737963061561","964682662345457664",
"1914061487079055402","Sun Apr 20 20:59:54 +0000 2025","0","permainan madrid paling bagus sejak lama ga peduli menangnya vini main agresiv n explosiv fede main attacking jude di false 9 cuameni solid bgt rodrygo gacor LM10 deserve baloondor ascensio rudi kokoh bgtt!! INI BARU MADRIDD COOOOKKKKKKKK","1914061487079055402","","","in","","0","0","0","https://x.com/undefined/status/1914061487079055402","1860436087",
