"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1985970214962675847","Wed Nov 05 13:28:23 +0000 2025","0","@icatwps @DPR_RI Jangan pernah berharap dengan yang katanya wakil rakyat mungkin saja sudah jadi sarang penyamun.","1986063044620022096","","icatwps","in","","0","0","0","https://x.com/undefined/status/1986063044620022096","240152456",
"1985876916407287990","Wed Nov 05 13:28:17 +0000 2025","0","@BebySoSweet DPR BIKIN PANSUS WHOOSH DONG ! https://t.co/MiSuJIlv9Y","1986063019500306558","https://pbs.twimg.com/media/G4_pyAoa4AEET6a.jpg","BebySoSweet","in","","0","0","0","https://x.com/undefined/status/1986063019500306558","1941796336921399297",
"1985887462003261528","Wed Nov 05 13:28:01 +0000 2025","0","@susno2g @pertamina @bumn_idn @KementerianESDM @Danantara_ri @DPR_RI Pertamina cm bisa nyusahin rakyat.","1986062949468053657","","susno2g","in","","0","0","0","https://x.com/undefined/status/1986062949468053657","1793332591409745923",
"1986062764826370444","Wed Nov 05 13:27:17 +0000 2025","0","Anggota Komisi XIII DPR RI Hj. Kartika Sandra Desi SH. M.M. menyalurkan 101.100 ton benih padi untuk percepatan tanam di empat kecamatan Kabupaten Banyuasin. Langkah ini menjadi wujud nyata komitmennya dalam mendukung ketahanan dan swasembada pangan nasional https://t.co/LNd8KWpGp5","1986062764826370444","https://pbs.twimg.com/media/G4_pjtTbQAAyIQO.jpg","","in","","0","0","0","https://x.com/undefined/status/1986062764826370444","2916147380",
"1986062529165144309","Wed Nov 05 13:26:20 +0000 2025","0","Uya Kuya layak bersyukur. Dalam putusan sidang MKD dari lima anggota DPR non-aktif hanya Uya Kuya satu-satunya anggota DPR RI yg telah dinonaktifkan yg dinyatakan tak bersalah dan dinyatakan bisa kembali aktif menjadi anggota DPR RI. https://t.co/Ly1GqKFuYk https://t.co/8DWCqCXbNp","1986062529165144309","https://pbs.twimg.com/media/G4_pWEaa0AA881c.jpg","","in","","0","0","0","https://x.com/undefined/status/1986062529165144309","1618934034",
"1985954358971023480","Wed Nov 05 13:26:00 +0000 2025","0","@yaniarsim @DPR_RI Anggota dewan dipecat utk proses administrasi pemutusan gaji dan tunjangan yg tdk begitu rumit krn baru 1 thn tdk jadi di pecat. Apalagi pemecatan Polisi &amp; PNS yg sdh &gt;10thn dan kesalahannya tdk fatal lebih rumit lagi. Polisi katanya di PTDH saja msh terima gaji.","1986062445732082109","","yaniarsim","in","","0","0","0","https://x.com/undefined/status/1986062445732082109","1780250820036222976",
"1986006983959535720","Wed Nov 05 13:25:38 +0000 2025","0","@Catatan_ali7 @DPR_RI Executive + Legislatif Vs Rakyat oposisi","1986062350806311408","","Catatan_ali7","in","","0","0","0","https://x.com/undefined/status/1986062350806311408","987590093346091008",
"1986038024501973232","Wed Nov 05 13:25:38 +0000 2025","0","@CenayangFilm Dilan ini ikut demo 98 ke gedung DPR ga ya?","1986062350122995712","","CenayangFilm","in","","0","0","0","https://x.com/undefined/status/1986062350122995712","546655226",
"1975822604301967648","Wed Nov 05 13:25:17 +0000 2025","0","@DsSupriyady @wibisonoys @prabowo @bang_dasco @DPR_RI @DokterTifa @rahmasarita @kumparan @geloraco @OposisiCerdas @BEMUI_Official @UGMYogyakarta @jokowi @KPK_RI @Fahrihamzah @SianiparRismon @Dennysiregar7 @ch_chotimah2 @ajengcute16__ @antikorupsi @sahabatICW @TRANS7 @KPAI_official @Kemenag_RI @DarsAlexandra1 @muhammadiyah @cakimiNOW @DamaiHariLubis @Transmart_IND @PT_Transjakarta @salam4jari @kemenbud @marlina_idha @YLKI_ID @KomnasPerempuan Terima kasih doanya! Pemimpin berani yang prioritaskan integritas dan kemajuan rakyat memang harapan kita semua. Semoga Indonesia dapat pemimpin seperti itu yang tak gentar ungkap kebenaran dan atasi akar masalah seperti korupsi. Tetap semangat!","1986062264626184568","","DsSupriyady","in","","0","0","0","https://x.com/undefined/status/1986062264626184568","1720665183188922368",
"1985866497714172089","Wed Nov 05 13:25:07 +0000 2025","0","@DokterTifa Dok saya gak ngakui punya wapres ya kalo presiden saya punya pak wowo Do'aku pak wowo semoga dia takut sama Allah. Kalo soal anggota dpr keknya gak punya malu mereka gak takut sama Allah. Semoga Allah slalu menjaga dok Tifa dkk Semoga Allah permudah usaha dok Tifa dkk","1986062223274623299","","DokterTifa","in","","0","0","0","https://x.com/undefined/status/1986062223274623299","2795226523",
"1975822604301967648","Wed Nov 05 13:24:53 +0000 2025","0","@grok @wibisonoys @prabowo @bang_dasco @DPR_RI @DokterTifa @rahmasarita @kumparan @geloraco @OposisiCerdas @BEMUI_Official @UGMYogyakarta @jokowi @KPK_RI @Fahrihamzah @SianiparRismon @Dennysiregar7 @ch_chotimah2 @ajengcute16__ @antikorupsi @sahabatICW @TRANS7 @KPAI_official @Kemenag_RI @DarsAlexandra1 @muhammadiyah @cakimiNOW @DamaiHariLubis @Transmart_IND @PT_Transjakarta @salam4jari @kemenbud @marlina_idha @YLKI_ID @KomnasPerempuan Amin...mudah - mudahan @grok aku selalu mendoakan pemimpin yg Berani dan mengutuk pemimpin Penakut ","1986062162947944627","","grok","in","","0","1","0","https://x.com/undefined/status/1986062162947944627","2926855970",
"1985969406296641658","Wed Nov 05 13:24:23 +0000 2025","0","@txtdrimedia yg dipecat para pengemis suara di DPR/DPRD itu yg hanya kena OTT","1986062035470483940","","txtdrimedia","in","","0","0","0","https://x.com/undefined/status/1986062035470483940","1504020071949090821",
"1985977451030479048","Wed Nov 05 13:24:18 +0000 2025","0","@txtdrimedia - Menteri banyak yang ga becus - DPR disfungsi dalam mewakilkan - Presidennya ga jelas - Wapresnya longor - Aparatnya menginjak - Utang makin gede - Programnya juga jelek-jelek - Anak kecil masa depan bangsa banyak yang tumbang - Rakyat diadu domba Bubar paling nih dikit lgi.","1986062017636270384","","txtdrimedia","in","","0","0","0","https://x.com/undefined/status/1986062017636270384","1302283522229452800",
"1985921766275854520","Wed Nov 05 13:24:13 +0000 2025","0","@bbtt77ss_ Dpr ian","1986061995594977698","","bbtt77ss_","in","","0","0","0","https://x.com/undefined/status/1986061995594977698","2827374512",
"1986061978318815261","Wed Nov 05 13:24:09 +0000 2025","0","sidang dpr tadi siang di inwes tvoen kompas tv sinpo merto cnn youtube dpr","1986061978318815261","","","in","","0","0","0","https://x.com/undefined/status/1986061978318815261","717694243599290368",
"1985965122947629328","Wed Nov 05 13:24:08 +0000 2025","0","@B3doel___ Masyarakat dikadalin DPR lagiiii","1986061972937523412","","B3doel___","in","","0","0","0","https://x.com/undefined/status/1986061972937523412","1471827892782833672",
"1986061718729179586","Wed Nov 05 13:23:07 +0000 2025","1","Beliau sangat korek kepedulian tinggi.. tidak semua orang seumur beliau bisa seperti itu @setkabgoid @Yusrilihza_Mhd @AgusYudhoyono @Fahrihamzah @Ronnie_Rusli @DPR_RI @BEMUI_Adkesma @BEMUNJ_OFFICIAL @BEM_Unsoed @mahasiswamlg @BANGSAygSUJUD @Kimberley_PS08 https://t.co/kVAjPxgvv5","1986061718729179586","","","in","","0","0","1","https://x.com/undefined/status/1986061718729179586","1852322970733355008",
"1986006983959535720","Wed Nov 05 13:23:02 +0000 2025","0","@Catatan_ali7 @DPR_RI Negara penuh masalah???","1986061699133407697","","Catatan_ali7","in","","0","0","0","https://x.com/undefined/status/1986061699133407697","706500903147143168",
"1986047944823566760","Wed Nov 05 13:22:54 +0000 2025","0","@TxtdariHI Bukannya dana harusnya lewat DPR Amerika ya? kalau Indonesia misalnya TKD dirancang dan disalurkan DPR ke Daerah.","1986061665042137415","","TxtdariHI","in","","0","0","0","https://x.com/undefined/status/1986061665042137415","1581221373103337472",
"1986061660436725942","Wed Nov 05 13:22:53 +0000 2025","0","Setelah ngikutin sidang MKD DPR sampe putusan keluar ada 1 pertanyaan. Serendah apa critical thinking orang Indonesia sampe konten timpa teks &amp; timpa konteks bisa jadi pemicu demo rusuh Agustus kemarin? Mana ada narasi nyebut DPR joget krn gaji naik pdhl bukan krn itu.","1986061660436725942","","","in","","0","1","0","https://x.com/undefined/status/1986061660436725942","1180815511",
"1985965122947629328","Wed Nov 05 13:22:51 +0000 2025","0","@B3doel___ Hahahahaha dpr dpr","1986061651976901073","","B3doel___","in","","0","0","0","https://x.com/undefined/status/1986061651976901073","1302869286034141186",
"1975822604301967648","Wed Nov 05 13:22:30 +0000 2025","0","@DsSupriyady @wibisonoys @prabowo @bang_dasco @DPR_RI @DokterTifa @rahmasarita @kumparan @geloraco @OposisiCerdas @BEMUI_Official @UGMYogyakarta @jokowi @KPK_RI @Fahrihamzah @SianiparRismon @Dennysiregar7 @ch_chotimah2 @ajengcute16__ @antikorupsi @sahabatICW @TRANS7 @KPAI_official @Kemenag_RI @DarsAlexandra1 @muhammadiyah @cakimiNOW @DamaiHariLubis @Transmart_IND @PT_Transjakarta @salam4jari @kemenbud @marlina_idha @YLKI_ID @KomnasPerempuan Kepemimpinan yang tangguh memang butuh keberanian apalagi di tengah polarisasi. Tapi mari kita nilai dari rekam jejak nyata: bagaimana ia atasi isu kota seperti perumahan keamanan dan ekonomi? Minoritas atau bukan yang utama hasil untuk warganya. Semoga bawa perubahan","1986061562663354812","","DsSupriyady","in","","0","1","0","https://x.com/undefined/status/1986061562663354812","1720665183188922368",
"1985995503918813648","Wed Nov 05 13:22:17 +0000 2025","0","@ARSIPAJA - Menteri banyak yang ga becus - DPR disfungsi dalam mewakilkan - Presidennya ga jelas - Wapresnya longor - Aparatnya menginjak - Utang makin gede - Programnya juga jelek-jelek - Anak kecil masa depan bangsa banyak yang tumbang - Rakyat diadu domba Bubar paling nih dikit lgi.","1986061508514877815","","ARSIPAJA","in","","0","0","0","https://x.com/undefined/status/1986061508514877815","1302283522229452800",
"1975822604301967648","Wed Nov 05 13:22:04 +0000 2025","0","@grok @wibisonoys @prabowo @bang_dasco @DPR_RI @DokterTifa @rahmasarita @kumparan @geloraco @OposisiCerdas @BEMUI_Official @UGMYogyakarta @jokowi @KPK_RI @Fahrihamzah @SianiparRismon @Dennysiregar7 @ch_chotimah2 @ajengcute16__ @antikorupsi @sahabatICW @TRANS7 @KPAI_official @Kemenag_RI @DarsAlexandra1 @muhammadiyah @cakimiNOW @DamaiHariLubis @Transmart_IND @PT_Transjakarta @salam4jari @kemenbud @marlina_idha @YLKI_ID @KomnasPerempuan Keren ini baru Pemimpin masih muda minoritas pendatang dan berani berhadapan dg si American Idiot. https://t.co/frwjMj6Ohs","1986061453749813302","","DsSupriyady","in","","0","1","0","https://x.com/undefined/status/1986061453749813302","2926855970",
"1986061437933113804","Wed Nov 05 13:22:00 +0000 2025","0","Alahhh kntlll kntl DPR kntl","1986061437933113804","","","in","","0","0","0","https://x.com/undefined/status/1986061437933113804","889818770666946561",
"1985969406296641658","Wed Nov 05 13:21:58 +0000 2025","0","@txtdrimedia - Menteri banyak yang ga becus - DPR disfungsi dalam mewakilkan - Presidennya ga jelas - Wapresnya longor - Aparatnya menginjak - Utang makin gede - Programnya juga jelek-jelek - Anak kecil masa depan bangsa banyak yang tumbang - Rakyat diadu domba Bubar paling nih dikit lgi.","1986061429099966819","","txtdrimedia","in","","0","0","0","https://x.com/undefined/status/1986061429099966819","1302283522229452800",
"1985965122947629328","Wed Nov 05 13:21:33 +0000 2025","0","@SUARAKRISTEN1 @B3doel___ Bukan prank semata tapi celah sistem yang memungkinkan status quo bertahan meski ada kontroversi. Reformasi etika politik di DPR memang krusial agar kepercayaan publik tak terus terkikis. Indonesia layak dapat wakil yang benar-benar akuntabel bukan sekadar lolos sanksi","1986061324045189362","","SUARAKRISTEN1","in","","0","0","0","https://x.com/undefined/status/1986061324045189362","1720665183188922368",
"1986061011934441599","Wed Nov 05 13:20:19 +0000 2025","0","Ewkwkwkwk dagelan DPR !!!","1986061011934441599","","","in","","0","0","0","https://x.com/undefined/status/1986061011934441599","1926938067375394816",
"1985973988523458655","Wed Nov 05 13:20:06 +0000 2025","0","@regar_op0sisi @DPR_RI DPR isinya BADUT2 selebritis gini bilang wakil rakyat mau ngurusi kepentingan rakyat.. Mbelgedez entut berita.. !!","1986060960189252003","","regar_op0sisi","in","","0","0","0","https://x.com/undefined/status/1986060960189252003","1711304212511084544",
"1985954358971023480","Wed Nov 05 13:19:25 +0000 2025","0","@yaniarsim @DPR_RI Kirain mau di PAW kan","1986060785274249265","","yaniarsim","in","","0","0","0","https://x.com/undefined/status/1986060785274249265","2462625667",
"1985995692868092096","Wed Nov 05 13:19:07 +0000 2025","0","@HumorJonTampan @DPR_RI Sudewo pati juga tetap berkuasa","1986060713576763755","","HumorJonTampan","in","","0","0","0","https://x.com/undefined/status/1986060713576763755","1311138983942873089",
"1986060713048371571","Wed Nov 05 13:19:07 +0000 2025","0","Bapak Sahroni Uya Kuya Nafa Urbach Eko Patrio Jijik DPR APBN prioritaskan kebutuhan rakyat https://t.co/5Ga8WVT6Ll","1986060713048371571","https://pbs.twimg.com/ext_tw_video_thumb/1986060678399242241/pu/img/l6aEhSH8as3Z-xYo.jpg","","in","","0","0","0","https://x.com/undefined/status/1986060713048371571","969896183979130880",
"1985491576823693797","Wed Nov 05 13:18:39 +0000 2025","1","@Arkana_Buana @JokoS1561615 @Lullaby1237431 @Hermoyliana @Bambang01250678 @groobaag @newIding30 @Sammi86Reborn @jogjapokeid @_riverheaven @Yoen__AR @YosAditya61 @BM7NOGO @wongAyoe2021 @EviDrajat @feroferraferri @arikprJFS @Hanz1843454 @RatnaPuspi16942 @SonyaAmriani @RickyKardjono @Mamamochi1 @wiyantokdr54 @neng6mei @Dew0W1snu @meylinmisae @AlineRaztha @GitaGladies @susie40339 @Jingga_Aurora86 @albert_morafia @ctan666 @BungaNdaru @WellySusan78240 @Yulia_4ja @Manse_Mangat @tnmuda Setidak ne yoo guys!!! Setidaknya saya lebih baik teko ijazah e bapak DPR sing kenek jaroohim wingi ikooo ya gess yaaaa.. Tolong di catat 6 6 Lebih bagus dari gur 6 Hahaha ","1986060593573568522","","Arkana_Buana","in","","0","0","1","https://x.com/undefined/status/1986060593573568522","1893032901685714945",
"1986060563936694509","Wed Nov 05 13:18:32 +0000 2025","0","Bapak Sahroni Uya Kuya Nafa Urbach Eko Patrio Jijik DPR APBN prioritaskan kebutuhan rakyat https://t.co/9t7cnUuBtq","1986060563936694509","https://pbs.twimg.com/media/G4_njsiaAAEcB9P.jpg","","in","","0","0","0","https://x.com/undefined/status/1986060563936694509","969896183979130880",
"1986060546974810398","Wed Nov 05 13:18:28 +0000 2025","0","Bapak Sahroni Uya Kuya Nafa Urbach Eko Patrio Jijik DPR APBN prioritaskan kebutuhan rakyat https://t.co/mXSsFdsFlM","1986060546974810398","https://pbs.twimg.com/media/G4_nitbagAAQ1JV.jpg","","in","","0","0","0","https://x.com/undefined/status/1986060546974810398","969896183979130880",
"1986060529165873373","Wed Nov 05 13:18:24 +0000 2025","0","Bapak Sahroni Uya Kuya Nafa Urbach Eko Patrio Jijik DPR APBN prioritaskan kebutuhan rakyat https://t.co/EdlcyQFQpu","1986060529165873373","https://pbs.twimg.com/media/G4_nhsXbwAA4yLL.jpg","","in","","0","0","0","https://x.com/undefined/status/1986060529165873373","969896183979130880",
"1986060512967491785","Wed Nov 05 13:18:20 +0000 2025","0","Bapak Sahroni Uya Kuya Nafa Urbach Eko Patrio Jijik DPR APBN prioritaskan kebutuhan rakyat https://t.co/epzYwC7JvM","1986060512967491785","https://pbs.twimg.com/media/G4_nguqbgAA-WEV.jpg","","in","","0","0","0","https://x.com/undefined/status/1986060512967491785","969896183979130880",
"1986060493711450489","Wed Nov 05 13:18:15 +0000 2025","0","Bapak Sahroni Uya Kuya Nafa Urbach Eko Patrio Jijik DPR APBN prioritaskan kebutuhan rakyat https://t.co/VfFBuD4rrX","1986060493711450489","https://pbs.twimg.com/media/G4_nfoBa4AEQn6R.jpg","","in","","0","0","0","https://x.com/undefined/status/1986060493711450489","969896183979130880",
"1986060476430880827","Wed Nov 05 13:18:11 +0000 2025","0","Bapak Sahroni Uya Kuya Nafa Urbach Eko Patrio Jijik DPR APBN prioritaskan kebutuhan rakyat https://t.co/gfyD3mM9zq","1986060476430880827","https://pbs.twimg.com/media/G4_nelibkAAstz_.jpg","","in","","0","0","0","https://x.com/undefined/status/1986060476430880827","969896183979130880",
"1986060458940612676","Wed Nov 05 13:18:07 +0000 2025","0","Bapak Sahroni Uya Kuya Nafa Urbach Eko Patrio Jijik DPR APBN prioritaskan kebutuhan rakyat https://t.co/udWLlkgBHM","1986060458940612676","https://pbs.twimg.com/media/G4_ndmRa4AA67a5.jpg","","in","","0","0","0","https://x.com/undefined/status/1986060458940612676","969896183979130880",
"1986060441353945103","Wed Nov 05 13:18:03 +0000 2025","0","Bapak Sahroni Uya Kuya Nafa Urbach Eko Patrio Jijik DPR APBN prioritaskan kebutuhan rakyat https://t.co/haC9xm0MzO","1986060441353945103","https://pbs.twimg.com/media/G4_ncjXbwAAjEg5.jpg","","in","","0","0","0","https://x.com/undefined/status/1986060441353945103","969896183979130880",
"1975822604301967648","Wed Nov 05 13:18:01 +0000 2025","0","@wibisonoys @grok @prabowo @bang_dasco @DPR_RI @DokterTifa @rahmasarita @kumparan @geloraco @OposisiCerdas @BEMUI_Official @UGMYogyakarta @jokowi @KPK_RI @Fahrihamzah @SianiparRismon @Dennysiregar7 @ch_chotimah2 @ajengcute16__ @antikorupsi @sahabatICW @TRANS7 @KPAI_official @Kemenag_RI @DarsAlexandra1 @muhammadiyah @cakimiNOW @DamaiHariLubis @Transmart_IND @PT_Transjakarta @salam4jari @kemenbud @marlina_idha @YLKI_ID @KomnasPerempuan Masa sih om beliau Presiden orang no.1 Dianya aja kali penakut ","1986060435150479691","","wibisonoys","in","","0","0","0","https://x.com/undefined/status/1986060435150479691","2926855970",
"1986060421699412065","Wed Nov 05 13:17:58 +0000 2025","0","Bapak Sahroni Uya Kuya Nafa Urbach Eko Patrio Jijik DPR APBN prioritaskan kebutuhan rakyat https://t.co/AXRi9U2VZe","1986060421699412065","https://pbs.twimg.com/media/G4_nbaqbsAA8H_s.jpg","","in","","0","0","0","https://x.com/undefined/status/1986060421699412065","969896183979130880",
"1986060402833465612","Wed Nov 05 13:17:53 +0000 2025","0","Bapak Sahroni Uya Kuya Nafa Urbach Eko Patrio Jijik DPR APBN prioritaskan kebutuhan rakyat https://t.co/Qc5rfkbFVu","1986060402833465612","https://pbs.twimg.com/media/G4_naURbQAAdNRv.jpg","","in","","0","0","0","https://x.com/undefined/status/1986060402833465612","969896183979130880",
"1986060356100227329","Wed Nov 05 13:17:42 +0000 2025","1","Anggota DPR Surya Utama (Uya Kuya) menyatakan menghormati putusan Mahkamah Kehormatan Dewan (MKD) yang menyatakan dirinya tidak melanggar kode etik. Uya menilai keputusan MKD bersifat objektif dan profesional karena didasarkan pada bukti serta keterangan saksi ahli. Meski https://t.co/gyR8rfj8dP","1986060356100227329","https://pbs.twimg.com/ext_tw_video_thumb/1986060280107823104/pu/img/Fduu02f9KBF_CEBF.jpg","","in","","0","0","0","https://x.com/undefined/status/1986060356100227329","46693036",
"1986060221865922761","Wed Nov 05 13:17:10 +0000 2025","0","MKD DPR Vonis Ahmad Sahroni Nafa Urbach Eko Patrio Langgar Etik; Uya Kuya Tak Salah Selengkapnya &gt;&gt;&gt; https://t.co/fCtt3V2ytm https://t.co/fCtt3V2ytm","1986060221865922761","","","in","","0","0","0","https://x.com/undefined/status/1986060221865922761","2993154144",
"1986060034032451813","Wed Nov 05 13:16:25 +0000 2025","0","Wondering hisenk klo di sidoarjo apa ya nongkrong di kavling dpr","1986060034032451813","","","in","","0","0","0","https://x.com/undefined/status/1986060034032451813","4330440914",
"1985981394619941361","Wed Nov 05 13:16:13 +0000 2025","1","@MafiaWasit Ora kaget! Udah ketebak! Dan berasa banget kita 'diejek' mereka lagi! Wong mrk punya 'power'. Apalagi kasus pensiunan DPR banyak gak lolosnya!","1986059979628204207","","MafiaWasit","in","","0","0","0","https://x.com/undefined/status/1986059979628204207","158318377",
"1986059940277195151","Wed Nov 05 13:16:03 +0000 2025","0","dpr we gang gang! https://t.co/j5U3xr9D0m","1986059940277195151","https://pbs.twimg.com/media/G4_m-n3aUAAgmH9.jpg","","in","","0","1","0","https://x.com/undefined/status/1986059940277195151","1213145242779541504",
"1975822604301967648","Wed Nov 05 13:16:02 +0000 2025","0","@DsSupriyady @grok @prabowo @bang_dasco @DPR_RI @DokterTifa @rahmasarita @kumparan @geloraco @OposisiCerdas @BEMUI_Official @UGMYogyakarta @jokowi @KPK_RI @Fahrihamzah @SianiparRismon @Dennysiregar7 @ch_chotimah2 @ajengcute16__ @antikorupsi @sahabatICW @TRANS7 @KPAI_official @Kemenag_RI @DarsAlexandra1 @muhammadiyah @cakimiNOW @DamaiHariLubis @Transmart_IND @PT_Transjakarta @salam4jari @kemenbud @marlina_idha @YLKI_ID @KomnasPerempuan Tersandra","1986059935797698977","","DsSupriyady","in","","0","1","0","https://x.com/undefined/status/1986059935797698977","1604088193196109826",
"1986059884060909718","Wed Nov 05 13:15:50 +0000 2025","0","Terus rejim ini minta pilpres dipilih oleh DPR yg katanya mewakili rakyat","1986059884060909718","","","in","","0","0","0","https://x.com/undefined/status/1986059884060909718","1285784580759273472",
"1975822604301967648","Wed Nov 05 13:15:26 +0000 2025","0","@wibisonoys @grok @prabowo @bang_dasco @DPR_RI @DokterTifa @rahmasarita @kumparan @geloraco @OposisiCerdas @BEMUI_Official @UGMYogyakarta @jokowi @KPK_RI @Fahrihamzah @SianiparRismon @Dennysiregar7 @ch_chotimah2 @ajengcute16__ @antikorupsi @sahabatICW @TRANS7 @KPAI_official @Kemenag_RI @DarsAlexandra1 @muhammadiyah @cakimiNOW @DamaiHariLubis @Transmart_IND @PT_Transjakarta @salam4jari @kemenbud @marlina_idha @YLKI_ID @KomnasPerempuan penakut","1986059783225671834","","wibisonoys","in","","0","1","0","https://x.com/undefined/status/1986059783225671834","2926855970",
"1985965122947629328","Wed Nov 05 13:15:13 +0000 2025","0","@B3doel___ drama playing victim dpr vs termul sama2 menang rakyatnya mati","1986059728578101329","","B3doel___","in","","0","0","0","https://x.com/undefined/status/1986059728578101329","1890020801124184064",
"1986059721657516468","Wed Nov 05 13:15:11 +0000 2025","0","MKD DPR Vonis Ahmad Sahroni Nafa Urbach Eko Patrio Langgar Etik; Uya Kuya Tak Salah Selengkapnya &gt;&gt;&gt; https://t.co/reRkXm6Obi https://t.co/reRkXm6Obi","1986059721657516468","","","in","","0","0","0","https://x.com/undefined/status/1986059721657516468","753824742491074561",
"1985969406296641658","Wed Nov 05 13:14:59 +0000 2025","0","@txtdrimedia Urusan mereka itu urusan peribadinya masing2kita harapkan Anggota DPR RI selalu pengawasi mengontrol diri mereka masing2dan juga penjabat2pemerintah","1986059670294028690","","txtdrimedia","in","","0","0","0","https://x.com/undefined/status/1986059670294028690","1819051650746925056",
"1985965122947629328","Wed Nov 05 13:14:30 +0000 2025","0","@B3doel___ Bajingan emang lu semua @DPR_RI !!!","1986059548441141719","","B3doel___","in","","0","0","0","https://x.com/undefined/status/1986059548441141719","1249541520195125248",
"1975822604301967648","Wed Nov 05 13:14:22 +0000 2025","0","@DsSupriyady @grok @prabowo @bang_dasco @DPR_RI @DokterTifa @rahmasarita @kumparan @geloraco @OposisiCerdas @BEMUI_Official @UGMYogyakarta @jokowi @KPK_RI @Fahrihamzah @SianiparRismon @Dennysiregar7 @ch_chotimah2 @ajengcute16__ @antikorupsi @sahabatICW @TRANS7 @KPAI_official @Kemenag_RI @DarsAlexandra1 @muhammadiyah @cakimiNOW @DamaiHariLubis @Transmart_IND @PT_Transjakarta @salam4jari @kemenbud @marlina_idha @YLKI_ID @KomnasPerempuan #Timbul kumat ketane kadang beras kadang ketan jika berhadapan dengan guru dan metor politiknya jadi Ketan ( e..n)","1986059515708813515","","DsSupriyady","in","","0","0","0","https://x.com/undefined/status/1986059515708813515","1604088193196109826",
