"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1985936214780993830","Wed Nov 05 06:11:16 +0000 2025","0","@anak_legal siapapun penerusnya tetep kalah sama anaknya jokowi..","1985953041561116974","","anak_legal","in","","0","0","0","https://x.com/undefined/status/1985953041561116974","1139725887195078656",
"1985953003275477064","Wed Nov 05 06:11:07 +0000 2025","0","jelas itu muka p jokowi !!! lo fitnah aja gak takut dosa jariah !!!","1985953003275477064","","","in","","0","0","0","https://x.com/undefined/status/1985953003275477064","4767863436",
"1985952937693401093","Wed Nov 05 06:10:52 +0000 2025","0","Viral Penampakan Masjid Jokowi di Abu Dhabi Reaksi Netizen Bikin Ngakak #beritaterkini https://t.co/7hR1jBPpVO","1985952937693401093","","","in","","0","0","0","https://x.com/undefined/status/1985952937693401093","1688328064357564417",
"1985932333078425646","Wed Nov 05 06:10:33 +0000 2025","0","@M45Broo_ hidup jokowi","1985952858328743990","","M45Broo_","in","","0","0","0","https://x.com/undefined/status/1985952858328743990","1543281820179247109",
"1985623119122640936","Wed Nov 05 06:10:05 +0000 2025","0","@Beritasatu Yg dipermasalahkan bukan woshnya namun dugaan korupsi Jokowi Luhut sebesar 74 t Sejak kapan angaran yg di korupsi diputihkan dan jadi tanggungan negara Dan ujungnya rakyat menengah yg bayar via pjk","1985952741165064267","","Beritasatu","in","","0","0","0","https://x.com/undefined/status/1985952741165064267","1437186112519241730",
"1985712232647594027","Wed Nov 05 06:10:00 +0000 2025","0","@KicauSunyi Pemerintah Prabowo lumayan lah daripada Jokowi semua amburadul dg hutang menumpuk.","1985952719186845799","","KicauSunyi","in","","0","0","0","https://x.com/undefined/status/1985952719186845799","819027163277971456",
"1985551987275124931","Wed Nov 05 06:09:52 +0000 2025","0","@NayDonuts @RomeoWalker19 Semua fakta ...ijasah si Jokowi ga jelas alias palsu ijasah si Gibran jg ga jelas istrinya si Jokowi jg ga jelas ijasahnya tambah LG si Jokowi keturunan PKI ..pakta","1985952688748839159","","NayDonuts","in","","0","0","0","https://x.com/undefined/status/1985952688748839159","1477147713804197889",
"1985911390021030092","Wed Nov 05 06:08:41 +0000 2025","0","@Belok_dong 100 Proyek Jokowi bikin. Komisi 10 % wajib masuk kantong Jokowi. Woosh belum waktunya Indonesia bikin. Karena Komisi dan bisa di Markup 3x lipat. Boro2 Jokowi nafsu bikin. Mungkin ada 10 Bandara Jokowi bikin di Jawa mubazir jadi Sarang Ular Phiton.","1985952388289818730","","Belok_dong","in","","0","0","0","https://x.com/undefined/status/1985952388289818730","1705475303571861504",
"1985927033193709811","Wed Nov 05 06:08:38 +0000 2025","0","@RagilSemar Jokowi memang hebat karna semua masih tunduk sama dia","1985952378592592353","","RagilSemar","in","","0","0","0","https://x.com/undefined/status/1985952378592592353","1491755569870688257",
"1985676531759530163","Wed Nov 05 06:07:58 +0000 2025","1","@M45Broo_ Membingungkan..... knp bkn jokowi &amp; luhut yg hrs bertanggung jwb.. parah nih. Bpk ga usah tkt sm jokodok &amp; luhut bpk sebg presiden hrs tindak dua orang itu.","1985952210296193368","","M45Broo_","in","","0","0","0","https://x.com/undefined/status/1985952210296193368","1605483350885793793",
"1985646514316976324","Wed Nov 05 06:07:33 +0000 2025","0","@Jumianto_RK PDIP jelas partai biasa aja kemaren berkuasa 10 THN itu hanya karena saat itu ada Jokowi aja. Bukan karena Mega atau puan atau kadernya yg lain. Hanya karena Jokowi.Mau bukti?Liat pilpres kemaren Jokowi ke Prabowo uban ga bisa apa apa. Imbasnya sekrg Jokowi diserang abis abisan.","1985952103215612247","","Jumianto_RK","in","","0","0","0","https://x.com/undefined/status/1985952103215612247","1635158841326473217",
"1985923590718730655","Wed Nov 05 06:06:52 +0000 2025","0","@Kimberley_PS08 2 kategori pendukung jokowi asli dsn palsu yg palsu sebenarnya adalah pendukung banteng rakus (hanya memanfaatkan jokowi saat itu utk merampok uang negara/mengatasnamakan jokowi) ketumnya si nenek gila selalu intimidasi Jokowi petugas partai jika keinginannya tdk dituruti","1985951932129952121","","Kimberley_PS08","in","","0","0","0","https://x.com/undefined/status/1985951932129952121","1783709624878981120",
"1985948136456798478","Wed Nov 05 06:06:01 +0000 2025","0","@PresidenKopi insyaAllah margin profitnya bisak bantu prabowo buat bayar utang kereta whooshnya jokowi ma luhut! oyaa jangan lupak di hari hisab nanti bersaksi untuk kelakuan prabowo jokowi luhut dll ya!! https://t.co/GuJKsSMrEs","1985951717544886714","https://pbs.twimg.com/media/G4-Ej-5X0AAd350.jpg","PresidenKopi","in","","0","0","0","https://x.com/undefined/status/1985951717544886714","1280540215694766082",
"1985945757938303325","Wed Nov 05 06:05:57 +0000 2025","0","@Luke_Paath Sebagai Pengusaha Pak Jokowi yaa pasti faham mana yg potential dan mana yg kuat karena relasi kuasa. Pak Prabowo Pak Jonan Pak Ahok mestilah yang paling tahu gimana kualitas visi dan eksekusi dari Pakde Jokowi saat menjabat. Gitchuu Kaka...️ https://t.co/fGopt9iuCx","1985951702043017566","","Luke_Paath","in","","0","0","0","https://x.com/undefined/status/1985951702043017566","743505426898030592",
"1985951671260967372","Wed Nov 05 06:05:50 +0000 2025","0","Prabowo tak akan pernah berani makzulkan Gibran sampai kapanpun. Hidup Jokowi bukan hanya slogan strategi politik tapi sudah bentuk menyerah tanpa syarat ","1985951671260967372","","","in","","0","0","0","https://x.com/undefined/status/1985951671260967372","1303855987623829504",
"1985535713128169670","Wed Nov 05 06:05:43 +0000 2025","0","@MarjanSapr17110 @KangManto123 Kl pake logika Jokowi Harusnya sama","1985951642005750180","","MarjanSapr17110","in","","0","0","0","https://x.com/undefined/status/1985951642005750180","1583798302692503558",
"1985951595356668096","Wed Nov 05 06:05:32 +0000 2025","3","Datangi Bareskrim Forum Purnawirawan TNI Minta Kasus Ijazah Jokowi Diusut Kembali - https://t.co/bCedr2jvRK","1985951595356668096","","","in","","0","3","0","https://x.com/undefined/status/1985951595356668096","3319260420",
"1985875640315494763","Wed Nov 05 06:05:29 +0000 2025","0","@DianSandiU @Uki23 Yg dl hina Jokowi kebanyakan ank buah Prabowo smp d bkinkan lagu sm Ahmad Dhani &amp; Fadli zon dan jg puisi","1985951582631182535","","DianSandiU","in","","0","0","0","https://x.com/undefined/status/1985951582631182535","1713906605077790720",
"1985912454652842343","Wed Nov 05 06:05:22 +0000 2025","0","@kompascom Yg membela Jokowi itu termul ","1985951555208822860","","kompascom","in","","0","0","0","https://x.com/undefined/status/1985951555208822860","1932003871657959424",
"1985624627029446918","Wed Nov 05 06:05:12 +0000 2025","0","@msaid_didu Mungkin demi projo relawannya jokowi di serahkan ke prabowo untuk tukal guling","1985951513571967108","","msaid_didu","in","","0","0","0","https://x.com/undefined/status/1985951513571967108","1130631010549297152",
