"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1988366658856251464","Wed Nov 12 04:44:17 +0000 2025","0","@The___D @abu_waras Beberapa menteri era Jokowi seperti Erick Thohir (BUMN) Tito Karnavian (Dalam Negeri) dan Bahlil Lahadalia masih bertahan di kabinet Prabowo usai reshuffle September 2025. Prabowo menekankan keberlanjutan program nasional untuk stabilitas tapi juga ganti yang bermasalah","1988467863896944918","","The___D","in","","0","0","0","https://x.com/undefined/status/1988467863896944918","1720665183188922368",
"1988467145408475364","Wed Nov 12 04:41:26 +0000 2025","7","Bahlil lebih jago kelihatan lebih sering main badminton.","1988467145408475364","","","in","","0","0","2","https://x.com/undefined/status/1988467145408475364","132276059",
"1988467045370089936","Wed Nov 12 04:41:02 +0000 2025","0","jujur bahlil lebih punya otak + motorik daripada Gibran","1988467045370089936","","","in","","0","0","0","https://x.com/undefined/status/1988467045370089936","1695819102957547520",
"1988463586419896731","Wed Nov 12 04:40:31 +0000 2025","0","@salam4jari IUP bisa dicabut dan dibatalin oleh menteri ESDM menjabat toh; andai [mau]? https://t.co/5QDSKFx5ZT","1988466918496301472","","salam4jari","in","","0","0","0","https://x.com/undefined/status/1988466918496301472","1760906635768410112",
"1988141194074092033","Wed Nov 12 04:38:50 +0000 2025","0","@kompascom release vid lg dong.. bosen nih netijen sm bahlil","1988466494699872458","","kompascom","in","","0","0","0","https://x.com/undefined/status/1988466494699872458","1426408370362150917",
"1986988363648540940","Wed Nov 12 04:33:14 +0000 2025","0","@Tybio KENAPA GAK BAHLIL YA","1988465084788809916","","Tybio","in","","0","0","0","https://x.com/undefined/status/1988465084788809916","1866312071647989760",
"1988449959709208619","Wed Nov 12 04:32:16 +0000 2025","0","@_Dessir klo kurang energinya coba minta ke bahlil ","1988464838482555069","","_Dessir","in","","0","0","0","https://x.com/undefined/status/1988464838482555069","1974156799239766016",
"1987702616399483384","Wed Nov 12 04:31:57 +0000 2025","0","@andikamalreza coba adu sama bahlil","1988464759843549454","","andikamalreza","in","","0","0","0","https://x.com/undefined/status/1988464759843549454","1332298915090075648",
"1987702616399483384","Wed Nov 12 04:30:07 +0000 2025","0","@andikamalreza Bahlil masih mending anjir sebenernya. Presentasi lebih bagus dan percaya diri olahraga bisa. Gibran ini emang masyaallah banget ","1988464298763710610","","andikamalreza","in","","0","0","0","https://x.com/undefined/status/1988464298763710610","1085137141372379136",
"1988463803714130302","Wed Nov 12 04:28:09 +0000 2025","0","temlen teh isina salingkuh mun teu beungeut si bahlil geura maen Persib meh enakeun temlen","1988463803714130302","","","in","","0","0","0","https://x.com/undefined/status/1988463803714130302","1074533062245986304",
"1988463049976803534","Wed Nov 12 04:25:09 +0000 2025","0","tdk mau menghujat Gibran badminton krn saya juga noob tapi dia yang terburuk sih jujur bagusan bahlil","1988463049976803534","","","in","","0","0","0","https://x.com/undefined/status/1988463049976803534","1757736489709113344",
"1988462907827601738","Wed Nov 12 04:24:35 +0000 2025","1","Menyala bang Bahlil!!!","1988462907827601738","","","in","","0","0","1","https://x.com/undefined/status/1988462907827601738","230059397",
"1988462715040649603","Wed Nov 12 04:23:49 +0000 2025","1","gw ke prabowo bahlil gibran jokowi netanyahu trump","1988462715040649603","","","in","","0","0","0","https://x.com/undefined/status/1988462715040649603","1754431488777650176",
"1988211761905103116","Wed Nov 12 04:22:53 +0000 2025","0","@cloudxysky army kenapa gak lengserin Bahlil aja deh","1988462478964224054","","cloudxysky","in","","0","0","0","https://x.com/undefined/status/1988462478964224054","1431795844160835584",
"1988245076762632192","Wed Nov 12 04:16:44 +0000 2025","0","@worthlessix Bahlil aja","1988460931282825625","","worthlessix","in","","0","0","0","https://x.com/undefined/status/1988460931282825625","1077388966297448448",
"1988165456369512847","Wed Nov 12 04:15:39 +0000 2025","0","@Meteor432 Suruh pak bahlil tahan tambang nikel om","1988460657386418363","","Meteor432","in","","0","0","0","https://x.com/undefined/status/1988460657386418363","1722806843179950080",
"1988456912824733914","Wed Nov 12 04:15:08 +0000 2025","2","@tanyarlfes Mantanku juga begini lagi. Gapernah aku mandang fisik tp dia selingkuhnya kacau bgt jd skrg ak ngeliatnya lebih buruk rupa dr bahlil","1988460527547552140","","tanyarlfes","in","","0","0","0","https://x.com/undefined/status/1988460527547552140","3300810590",
"1988460494110474469","Wed Nov 12 04:15:00 +0000 2025","0","Bahlil Gelontorkan Rp4 3 Triliun ke PLN Tahun 2025 Ini untuk Apa? https://t.co/JggvO5lrk9","1988460494110474469","","","in","","0","0","0","https://x.com/undefined/status/1988460494110474469","71436318",
"1988088185042444674","Wed Nov 12 04:14:12 +0000 2025","0","@Giiselje Lah ... Itu diuji mrk selama 10 th loh lil bahlil","1988460295514452240","","Giiselje","in","","0","0","0","https://x.com/undefined/status/1988460295514452240","1886939423545364480",
"1988446896772575553","Wed Nov 12 04:13:42 +0000 2025","1","@tekarok007 Pokoknya org2 yg kulitnya sawo matang ada aja yg rasisin jgn kan bahlil ada lo aktor terkenal yg kulitnya jg sawo matang jg d rasisin pdhl dia aktor yg ganteng dan banyak d sukai wanita.","1988460166539624869","","tekarok007","in","","0","0","0","https://x.com/undefined/status/1988460166539624869","1381135419278909443",
